Test Name,FF1 Encryption Time (ns),AES-CBC Encryption Time (ns),FF1 Decryption Time (ns),AES-CBC Decryption Time (ns)
Test 38427,0.0000,0.0000,1000000.0000,0.0000
Test 38428,0.0000,0.0000,0.0000,0.0000
Test 38429,0.0000,0.0000,0.0000,0.0000
Test 38430,0.0000,0.0000,0.0000,0.0000
Test 38431,0.0000,0.0000,0.0000,0.0000
Test 38432,0.0000,0.0000,0.0000,0.0000
Test 38433,0.0000,0.0000,0.0000,0.0000
Test 38434,0.0000,0.0000,0.0000,0.0000
Test 38435,0.0000,0.0000,0.0000,0.0000
Test 38436,0.0000,0.0000,0.0000,0.0000
Test 38437,0.0000,0.0000,0.0000,0.0000
Test 38438,0.0000,0.0000,0.0000,0.0000
Test 38439,0.0000,0.0000,0.0000,0.0000
Test 38440,0.0000,0.0000,1000200.0000,0.0000
Test 38441,0.0000,0.0000,0.0000,0.0000
Test 38442,0.0000,0.0000,0.0000,0.0000
Test 38443,0.0000,0.0000,0.0000,0.0000
Test 38444,0.0000,0.0000,0.0000,0.0000
Test 38445,0.0000,0.0000,0.0000,0.0000
Test 38446,0.0000,0.0000,0.0000,0.0000
Test 38447,0.0000,0.0000,0.0000,0.0000
Test 38448,0.0000,0.0000,0.0000,0.0000
Test 38449,0.0000,0.0000,0.0000,0.0000
Test 38450,0.0000,0.0000,0.0000,0.0000
Test 38451,0.0000,0.0000,0.0000,0.0000
Test 38452,0.0000,0.0000,0.0000,0.0000
Test 38453,0.0000,0.0000,1000300.0000,0.0000
Test 38454,0.0000,0.0000,0.0000,0.0000
Test 38455,0.0000,0.0000,0.0000,0.0000
Test 38456,0.0000,0.0000,0.0000,0.0000
Test 38457,0.0000,0.0000,0.0000,0.0000
Test 38458,0.0000,0.0000,0.0000,0.0000
Test 38459,0.0000,0.0000,0.0000,0.0000
Test 38460,0.0000,0.0000,0.0000,0.0000
Test 38461,0.0000,0.0000,0.0000,0.0000
Test 38462,0.0000,0.0000,0.0000,0.0000
Test 38463,0.0000,0.0000,0.0000,0.0000
Test 38464,1.0004,0.0000,0.0000,0.0000
Test 38465,0.0000,0.0000,0.0000,0.0000
Test 38466,0.0000,0.0000,0.0000,0.0000
Test 38467,0.0000,0.0000,0.0000,0.0000
Test 38468,0.0000,0.0000,0.0000,0.0000
Test 38469,0.0000,0.0000,0.0000,0.0000
Test 38470,0.0000,0.0000,0.0000,0.0000
Test 38471,0.0000,0.0000,0.0000,0.0000
Test 38472,0.0000,0.0000,0.0000,0.0000
Test 38473,0.0000,0.0000,0.0000,0.0000
Test 38474,0.0000,0.0000,0.0000,0.0000
Test 38475,0.0000,0.0000,0.0000,0.0000
Test 38476,0.0000,0.0000,1000100.0000,0.0000
Test 38477,0.0000,0.0000,0.0000,0.0000
Test 38478,0.0000,0.0000,0.0000,0.0000
Test 38479,0.0000,0.0000,0.0000,0.0000
Test 38480,0.0000,0.0000,0.0000,0.0000
Test 38481,0.0000,0.0000,0.0000,0.0000
Test 38482,0.0000,0.0000,0.0000,0.0000
Test 38483,0.0000,0.0000,0.0000,0.0000
Test 38484,0.0000,0.0000,0.0000,0.0000
Test 38485,0.0000,0.0000,0.0000,0.0000
Test 38486,0.0000,0.0000,0.0000,0.0000
Test 38487,0.0000,0.0000,0.0000,0.0000
Test 38488,0.0000,0.0000,0.0000,0.0000
Test 38489,0.0000,0.0000,1000200.0000,0.0000
Test 38490,0.0000,0.0000,0.0000,0.0000
Test 38491,0.0000,0.0000,0.0000,0.0000
Test 38492,0.0000,0.0000,0.0000,0.0000
Test 38493,0.0000,0.0000,0.0000,0.0000
Test 38494,0.0000,0.0000,0.0000,0.0000
Test 38495,0.0000,0.0000,0.0000,0.0000
Test 38496,0.0000,0.0000,0.0000,0.0000
Test 38497,0.0000,0.0000,0.0000,0.0000
Test 38498,0.0000,0.0000,0.0000,0.0000
Test 38499,0.0000,0.0000,0.0000,0.0000
Test 38500,0.0000,0.0000,0.0000,0.0000
Test 38501,0.0000,0.0000,1000300.0000,0.0000
Test 38502,0.0000,0.0000,0.0000,0.0000
Test 38503,0.0000,0.0000,0.0000,0.0000
Test 38504,0.0000,0.0000,0.0000,0.0000
Test 38505,0.0000,0.0000,0.0000,0.0000
Test 38506,0.0000,0.0000,0.0000,0.0000
Test 38507,0.0000,0.0000,0.0000,0.0000
Test 38508,0.0000,0.0000,0.0000,0.0000
Test 38509,0.0000,0.0000,0.0000,0.0000
Test 38510,0.0000,0.0000,0.0000,0.0000
Test 38511,0.0000,0.0000,0.0000,0.0000
Test 38512,0.0000,0.0000,0.0000,0.0000
Test 38513,0.0000,0.0000,0.0000,0.0000
Test 38514,0.0000,0.0000,0.0000,0.0000
Test 38515,0.0000,0.0000,0.0000,0.0000
Test 38516,0.0000,0.0000,0.0000,0.0000
Test 38517,0.0000,0.0000,0.0000,0.0000
Test 38518,0.0000,0.0000,0.0000,0.0000
Test 38519,0.0000,0.0000,0.0000,0.0000
Test 38520,0.0000,0.0000,0.0000,0.0000
Test 38521,0.0000,0.0000,0.0000,0.0000
Test 38522,0.0000,0.0000,0.0000,0.0000
Test 38523,0.0000,0.0000,0.0000,0.0000
Test 38524,0.0000,0.0000,0.0000,0.0000
Test 38525,0.0000,0.0000,0.0000,0.0000
Test 38526,0.0000,0.0000,0.0000,0.0000
Test 38527,0.0000,0.0000,0.0000,0.0000
Test 38528,0.0000,0.0000,0.0000,0.0000
Test 38529,0.0000,0.0000,0.0000,0.0000
Test 38530,0.0000,0.0000,0.0000,0.0000
Test 38531,0.0000,0.0000,0.0000,0.0000
Test 38532,0.0000,0.0000,0.0000,0.0000
Test 38533,0.0000,0.0000,0.0000,0.0000
Test 38534,0.0000,0.0000,0.0000,0.0000
Test 38535,0.0000,0.0000,0.0000,0.0000
Test 38536,0.0000,0.0000,0.0000,0.0000
Test 38537,0.0000,0.0000,0.0000,0.0000
Test 38538,0.0000,0.0000,0.0000,0.0000
Test 38539,0.0000,0.0000,0.0000,0.0000
Test 38540,0.0000,0.0000,0.0000,0.0000
Test 38541,0.0000,0.0000,0.0000,0.0000
Test 38542,0.0000,0.0000,0.0000,0.0000
Test 38543,0.0000,0.0000,0.0000,0.0000
Test 38544,0.0000,0.0000,0.0000,0.0000
Test 38545,0.0000,0.0000,0.0000,0.0000
Test 38546,0.0000,0.0000,0.0000,0.0000
Test 38547,0.0000,0.0000,0.0000,0.0000
Test 38548,0.0000,0.0000,0.0000,0.0000
Test 38549,0.0000,0.0000,1000500.0000,0.0000
Test 38550,0.0000,0.0000,0.0000,0.0000
Test 38551,0.0000,0.0000,0.0000,0.0000
Test 38552,0.0000,0.0000,0.0000,0.0000
Test 38553,0.0000,0.0000,0.0000,0.0000
Test 38554,0.0000,0.0000,0.0000,0.0000
Test 38555,0.0000,0.0000,0.0000,0.0000
Test 38556,0.0000,0.0000,0.0000,0.0000
Test 38557,0.0000,0.0000,0.0000,0.0000
Test 38558,0.0000,0.0000,0.0000,0.0000
Test 38559,0.0000,0.0000,0.0000,0.0000
Test 38560,0.0000,0.0000,0.0000,0.0000
Test 38561,0.0000,0.0000,0.0000,0.0000
Test 38562,0.0000,0.0000,999900.0000,0.0000
Test 38563,0.0000,0.0000,0.0000,0.0000
Test 38564,0.0000,0.0000,0.0000,0.0000
Test 38565,0.0000,0.0000,0.0000,0.0000
Test 38566,0.0000,0.0000,0.0000,0.0000
Test 38567,0.0000,0.0000,0.0000,0.0000
Test 38568,0.0000,0.0000,0.0000,0.0000
Test 38569,0.0000,0.0000,0.0000,0.0000
Test 38570,0.0000,0.0000,0.0000,0.0000
Test 38571,0.0000,0.0000,0.0000,0.0000
Test 38572,0.0000,0.0000,0.0000,0.0000
Test 38573,0.0000,0.0000,0.0000,0.0000
Test 38574,0.0000,0.0000,0.0000,0.0000
Test 38575,0.0000,0.0000,0.0000,0.0000
Test 38576,0.0000,0.0000,0.0000,0.0000
Test 38577,0.0000,0.0000,0.0000,0.0000
Test 38578,0.0000,0.0000,0.0000,0.0000
Test 38579,0.0000,0.0000,0.0000,0.0000
Test 38580,0.0000,0.0000,0.0000,0.0000
Test 38581,0.0000,0.0000,0.0000,0.0000
Test 38582,0.0000,0.0000,0.0000,0.0000
Test 38583,0.0000,0.0000,0.0000,0.0000
Test 38584,0.0000,0.0000,0.0000,0.0000
Test 38585,0.0000,0.0000,0.0000,0.0000
Test 38586,0.0000,0.0000,0.0000,0.0000
Test 38587,0.0000,0.0000,0.0000,0.0000
Test 38588,0.0000,0.0000,0.0000,0.0000
Test 38589,0.0000,0.0000,0.0000,0.0000
Test 38590,0.0000,0.0000,0.0000,0.0000
Test 38591,0.0000,0.0000,0.0000,0.0000
Test 38592,0.0000,0.0000,0.0000,0.0000
Test 38593,0.0000,0.0000,0.0000,0.0000
Test 38594,0.0000,0.0000,0.0000,0.0000
Test 38595,0.0000,0.0000,0.0000,0.0000
Test 38596,0.0000,0.0000,0.0000,0.0000
Test 38597,0.0000,0.0000,0.0000,0.0000
Test 38598,0.0000,0.0000,0.0000,0.0000
Test 38599,0.0000,0.0000,0.0000,0.0000
Test 38600,0.0000,0.0000,0.0000,0.0000
Test 38601,0.0000,0.0000,0.0000,0.0000
Test 38602,0.0000,0.0000,0.0000,0.0000
Test 38603,0.0000,0.0000,0.0000,0.0000
Test 38604,0.0000,0.0000,0.0000,0.0000
Test 38605,0.0000,0.0000,0.0000,0.0000
Test 38606,0.0000,0.0000,0.0000,0.0000
Test 38607,0.0000,0.0000,0.0000,0.0000
Test 38608,0.0000,0.0000,0.0000,0.0000
Test 38609,0.0000,0.0000,0.0000,0.0000
Test 38610,0.0000,0.0000,0.0000,0.0000
Test 38611,0.0000,0.0000,0.0000,0.0000
Test 38612,0.0000,0.0000,0.0000,0.0000
Test 38613,0.0000,0.0000,0.0000,0.0000
Test 38614,0.0000,0.0000,0.0000,0.0000
Test 38615,0.0000,0.0000,0.0000,0.0000
Test 38616,0.0000,0.0000,0.0000,0.0000
Test 38617,0.0000,0.0000,0.0000,0.0000
Test 38618,0.0000,0.0000,0.0000,0.0000
Test 38619,0.0000,0.0000,0.0000,0.0000
Test 38620,0.0000,0.0000,0.0000,0.0000
Test 38621,0.0000,0.0000,0.0000,0.0000
Test 38622,0.0000,0.0000,0.0000,0.0000
Test 38623,0.0000,0.0000,0.0000,0.0000
Test 38624,0.0000,0.0000,0.0000,0.0000
Test 38625,0.0000,0.0000,0.0000,0.0000
Test 38626,0.0000,0.0000,0.0000,0.0000
Test 38627,0.0000,0.0000,0.0000,0.0000
Test 38628,0.0000,0.0000,0.0000,0.0000
Test 38629,0.0000,0.0000,0.0000,0.0000
Test 38630,0.0000,0.0000,0.0000,0.0000
Test 38631,0.0000,0.0000,0.0000,0.0000
Test 38632,0.0000,0.0000,0.0000,0.0000
Test 38633,0.0000,0.0000,0.0000,0.0000
Test 38634,0.0000,0.0000,0.0000,0.0000
Test 38635,0.0000,0.0000,0.0000,0.0000
Test 38636,0.0000,0.0000,0.0000,0.0000
Test 38637,0.0000,0.0000,0.0000,0.0000
Test 38638,0.0000,0.0000,0.0000,0.0000
Test 38639,0.0000,0.0000,0.0000,0.0000
Test 38640,0.0000,0.0000,0.0000,0.0000
Test 38641,0.0000,0.0000,0.0000,0.0000
Test 38642,0.0000,0.0000,0.0000,0.0000
Test 38643,0.0000,0.0000,0.0000,0.0000
Test 38644,0.0000,0.0000,0.0000,0.0000
Test 38645,0.0000,0.0000,0.0000,0.0000
Test 38646,0.0000,0.0000,0.0000,0.0000
Test 38647,0.0000,0.0000,0.0000,0.0000
Test 38648,0.0000,0.0000,0.0000,0.0000
Test 38649,0.0000,0.0000,0.0000,0.0000
Test 38650,0.0000,0.0000,0.0000,0.0000
Test 38651,0.0000,0.0000,0.0000,0.0000
Test 38652,0.0000,0.0000,0.0000,0.0000
Test 38653,0.0000,0.0000,0.0000,0.0000
Test 38654,0.0000,0.0000,0.0000,0.0000
Test 38655,0.0000,0.0000,0.0000,0.0000
Test 38656,0.0000,0.0000,0.0000,0.0000
Test 38657,0.0000,0.0000,0.0000,0.0000
Test 38658,0.0000,0.0000,0.0000,0.0000
Test 38659,0.0000,0.0000,0.0000,0.0000
Test 38660,0.0000,0.0000,0.0000,0.0000
Test 38661,0.0000,0.0000,0.0000,0.0000
Test 38662,0.0000,0.0000,0.0000,0.0000
Test 38663,0.0000,0.0000,0.0000,0.0000
Test 38664,0.0000,0.0000,0.0000,0.0000
Test 38665,0.0000,0.0000,0.0000,0.0000
Test 38666,0.0000,0.0000,0.0000,0.0000
Test 38667,0.0000,0.0000,0.0000,0.0000
Test 38668,0.0000,0.0000,0.0000,0.0000
Test 38669,0.0000,0.0000,0.0000,0.0000
Test 38670,0.0000,0.0000,0.0000,0.0000
Test 38671,0.0000,0.0000,0.0000,0.0000
Test 38672,0.0000,0.0000,0.0000,0.0000
Test 38673,0.0000,0.0000,0.0000,0.0000
Test 38674,0.0000,0.0000,0.0000,0.0000
Test 38675,0.0000,0.0000,0.0000,0.0000
Test 38676,0.0000,0.0000,0.0000,0.0000
Test 38677,0.0000,0.0000,0.0000,0.0000
Test 38678,0.0000,0.0000,0.0000,0.0000
Test 38679,0.0000,0.0000,0.0000,0.0000
Test 38680,0.0000,0.0000,0.0000,0.0000
Test 38681,0.0000,0.0000,0.0000,0.0000
Test 38682,0.0000,0.0000,0.0000,0.0000
Test 38683,0.0000,0.0000,0.0000,0.0000
Test 38684,0.0000,0.0000,0.0000,0.0000
Test 38685,0.0000,0.0000,0.0000,0.0000
Test 38686,0.0000,0.0000,0.0000,1000600.0000
Test 38687,0.0000,0.0000,0.0000,0.0000
Test 38688,0.0000,0.0000,0.0000,0.0000
Test 38689,0.0000,0.0000,0.0000,0.0000
Test 38690,0.0000,0.0000,0.0000,0.0000
Test 38691,0.0000,0.0000,0.0000,0.0000
Test 38692,0.0000,0.0000,0.0000,0.0000
Test 38693,0.0000,0.0000,0.0000,0.0000
Test 38694,0.0000,0.0000,0.0000,0.0000
Test 38695,0.0000,0.0000,0.0000,0.0000
Test 38696,0.0000,0.0000,0.0000,0.0000
Test 38697,0.0000,0.0000,0.0000,0.0000
Test 38698,0.0000,0.0000,0.0000,0.0000
Test 38699,0.0000,0.0000,0.0000,0.0000
Test 38700,0.0000,0.0000,0.0000,0.0000
Test 38701,0.0000,0.0000,0.0000,0.0000
Test 38702,0.0000,0.0000,0.0000,0.0000
Test 38703,0.0000,0.0000,0.0000,0.0000
Test 38704,0.0000,0.0000,0.0000,0.0000
Test 38705,0.0000,0.0000,0.0000,0.0000
Test 38706,0.0000,0.0000,0.0000,0.0000
Test 38707,0.0000,0.0000,0.0000,0.0000
Test 38708,0.0000,0.0000,1000400.0000,0.0000
Test 38709,0.0000,0.0000,0.0000,0.0000
Test 38710,0.0000,0.0000,0.0000,0.0000
Test 38711,0.0000,0.0000,0.0000,0.0000
Test 38712,0.0000,0.0000,0.0000,0.0000
Test 38713,0.0000,0.0000,0.0000,0.0000
Test 38714,0.0000,0.0000,0.0000,0.0000
Test 38715,0.0000,0.0000,0.0000,0.0000
Test 38716,0.0000,0.0000,0.0000,0.0000
Test 38717,0.0000,0.0000,0.0000,0.0000
Test 38718,0.0000,0.0000,0.0000,0.0000
Test 38719,0.0000,0.0000,0.0000,0.0000
Test 38720,0.0000,0.0000,0.0000,0.0000
Test 38721,0.0000,0.0000,1000100.0000,0.0000
Test 38722,0.0000,0.0000,0.0000,0.0000
Test 38723,0.0000,0.0000,0.0000,0.0000
Test 38724,0.0000,0.0000,0.0000,0.0000
Test 38725,0.0000,0.0000,0.0000,0.0000
Test 38726,0.0000,0.0000,0.0000,0.0000
Test 38727,0.0000,0.0000,0.0000,0.0000
Test 38728,0.0000,0.0000,0.0000,0.0000
Test 38729,0.0000,0.0000,0.0000,0.0000
Test 38730,0.0000,0.0000,0.0000,0.0000
Test 38731,0.0000,0.0000,0.0000,0.0000
Test 38732,0.0000,0.0000,0.0000,0.0000
Test 38733,0.0000,0.0000,0.0000,0.0000
Test 38734,0.0000,0.0000,1000000.0000,0.0000
Test 38735,0.0000,0.0000,0.0000,0.0000
Test 38736,0.0000,0.0000,0.0000,0.0000
Test 38737,0.0000,0.0000,0.0000,0.0000
Test 38738,0.0000,0.0000,0.0000,0.0000
Test 38739,0.0000,0.0000,0.0000,0.0000
Test 38740,0.0000,0.0000,0.0000,0.0000
Test 38741,0.0000,0.0000,0.0000,0.0000
Test 38742,0.0000,0.0000,0.0000,0.0000
Test 38743,0.0000,0.0000,0.0000,0.0000
Test 38744,0.0000,0.0000,0.0000,0.0000
Test 38745,0.0000,0.0000,0.0000,0.0000
Test 38746,0.0000,0.0000,0.0000,0.0000
Test 38747,0.0000,0.0000,0.0000,0.0000
Test 38748,0.0000,0.0000,0.0000,0.0000
Test 38749,0.0000,0.0000,0.0000,0.0000
Test 38750,0.0000,0.0000,0.0000,0.0000
Test 38751,0.0000,0.0000,0.0000,0.0000
Test 38752,0.0000,0.0000,0.0000,0.0000
Test 38753,0.0000,0.0000,0.0000,0.0000
Test 38754,0.0000,0.0000,0.0000,0.0000
Test 38755,0.0000,0.0000,0.0000,0.0000
Test 38756,0.0000,0.0000,0.0000,0.0000
Test 38757,0.0000,0.0000,0.0000,0.0000
Test 38758,0.0000,0.0000,0.0000,0.0000
Test 38759,0.0000,0.0000,0.0000,0.0000
Test 38760,0.0000,0.0000,0.0000,0.0000
Test 38761,0.0000,0.0000,0.0000,0.0000
Test 38762,0.0000,0.0000,0.0000,0.0000
Test 38763,0.0000,0.0000,0.0000,0.0000
Test 38764,0.0000,0.0000,0.0000,0.0000
Test 38765,0.0000,0.0000,0.0000,0.0000
Test 38766,0.0000,0.0000,0.0000,0.0000
Test 38767,0.0000,0.0000,0.0000,0.0000
Test 38768,0.0000,0.0000,0.0000,0.0000
Test 38769,0.0000,0.0000,0.0000,0.0000
Test 38770,0.0000,0.0000,0.0000,0.0000
Test 38771,0.0000,0.0000,0.0000,0.0000
Test 38772,0.0000,0.0000,0.0000,0.0000
Test 38773,0.0000,0.0000,0.0000,0.0000
Test 38774,0.0000,0.0000,0.0000,0.0000
Test 38775,0.0000,0.0000,0.0000,0.0000
Test 38776,0.0000,0.0000,0.0000,0.0000
Test 38777,0.0000,0.0000,0.0000,0.0000
Test 38778,0.0000,0.0000,0.0000,0.0000
Test 38779,0.0000,0.0000,0.0000,0.0000
Test 38780,0.0000,0.0000,0.0000,0.0000
Test 38781,0.0000,0.0000,0.0000,0.0000
Test 38782,0.0000,0.0000,1000500.0000,0.0000
Test 38783,0.0000,0.0000,0.0000,0.0000
Test 38784,0.0000,0.0000,0.0000,0.0000
Test 38785,0.0000,0.0000,0.0000,0.0000
Test 38786,0.0000,0.0000,0.0000,0.0000
Test 38787,0.0000,0.0000,0.0000,0.0000
Test 38788,0.0000,0.0000,0.0000,0.0000
Test 38789,0.0000,0.0000,0.0000,0.0000
Test 38790,0.0000,0.0000,0.0000,0.0000
Test 38791,0.0000,0.0000,0.0000,0.0000
Test 38792,0.9995,0.0000,0.0000,0.0000
Test 38793,0.0000,0.0000,0.0000,0.0000
Test 38794,0.0000,0.0000,0.0000,0.0000
Test 38795,0.0000,0.0000,0.0000,0.0000
Test 38796,0.0000,0.0000,0.0000,0.0000
Test 38797,0.0000,0.0000,0.0000,0.0000
Test 38798,0.0000,0.0000,0.0000,0.0000
Test 38799,0.0000,0.0000,0.0000,0.0000
Test 38800,0.0000,0.0000,0.0000,0.0000
Test 38801,0.0000,0.0000,0.0000,0.0000
Test 38802,0.0000,0.0000,0.0000,0.0000
Test 38803,0.0000,0.0000,0.0000,0.0000
Test 38804,0.0000,0.0000,0.0000,0.0000
Test 38805,1.0001,0.0000,0.0000,0.0000
Test 38806,0.0000,0.0000,0.0000,0.0000
Test 38807,0.0000,0.0000,0.0000,0.0000
Test 38808,0.0000,0.0000,0.0000,0.0000
Test 38809,0.0000,0.0000,0.0000,0.0000
Test 38810,0.0000,0.0000,0.0000,0.0000
Test 38811,0.0000,0.0000,0.0000,0.0000
Test 38812,0.0000,0.0000,0.0000,0.0000
Test 38813,0.0000,0.0000,0.0000,0.0000
Test 38814,0.0000,0.0000,0.0000,0.0000
Test 38815,0.0000,0.0000,0.0000,0.0000
Test 38816,0.0000,0.0000,0.0000,0.0000
Test 38817,0.0000,0.0000,0.0000,0.0000
Test 38818,0.0000,0.0000,0.0000,0.0000
Test 38819,0.0000,0.0000,0.0000,0.0000
Test 38820,0.0000,0.0000,0.0000,0.0000
Test 38821,0.0000,0.0000,0.0000,0.0000
Test 38822,0.0000,0.0000,0.0000,0.0000
Test 38823,0.0000,0.0000,0.0000,0.0000
Test 38824,0.0000,0.0000,0.0000,0.0000
Test 38825,0.0000,0.0000,0.0000,0.0000
Test 38826,0.0000,0.0000,0.0000,0.0000
Test 38827,0.0000,0.0000,0.0000,0.0000
Test 38828,0.0000,0.0000,0.0000,0.0000
Test 38829,0.0000,0.0000,0.0000,0.0000
Test 38830,0.0000,0.0000,0.0000,0.0000
Test 38831,0.0000,0.0000,0.0000,0.0000
Test 38832,0.0000,0.0000,0.0000,0.0000
Test 38833,0.0000,0.0000,0.0000,0.0000
Test 38834,0.0000,0.0000,0.0000,0.0000
Test 38835,0.0000,0.0000,0.0000,0.0000
Test 38836,0.0000,0.0000,0.0000,0.0000
Test 38837,0.0000,0.0000,0.0000,0.0000
Test 38838,0.0000,0.0000,0.0000,0.0000
Test 38839,0.0000,0.0000,0.0000,0.0000
Test 38840,0.0000,0.0000,0.0000,0.0000
Test 38841,0.0000,0.0000,0.0000,0.0000
Test 38842,0.0000,0.0000,0.0000,0.0000
Test 38843,0.0000,0.0000,0.0000,0.0000
Test 38844,0.0000,0.0000,0.0000,0.0000
Test 38845,0.0000,0.0000,0.0000,0.0000
Test 38846,0.0000,0.0000,0.0000,0.0000
Test 38847,0.0000,0.0000,0.0000,0.0000
Test 38848,0.0000,0.0000,0.0000,0.0000
Test 38849,0.0000,0.0000,0.0000,0.0000
Test 38850,0.0000,0.0000,0.0000,0.0000
Test 38851,0.0000,0.0000,0.0000,0.0000
Test 38852,0.0000,0.0000,0.0000,0.0000
Test 38853,0.0000,0.0000,0.0000,0.0000
Test 38854,0.0000,0.0000,0.0000,0.0000
Test 38855,0.0000,0.0000,0.0000,0.0000
Test 38856,0.0000,0.0000,0.0000,0.0000
Test 38857,0.0000,0.0000,0.0000,0.0000
Test 38858,0.0000,0.0000,0.0000,0.0000
Test 38859,0.0000,0.0000,0.0000,0.0000
Test 38860,0.0000,0.0000,0.0000,0.0000
Test 38861,0.0000,0.0000,0.0000,0.0000
Test 38862,0.0000,0.0000,0.0000,0.0000
Test 38863,0.0000,0.0000,0.0000,0.0000
Test 38864,0.0000,0.0000,0.0000,0.0000
Test 38865,0.0000,0.0000,0.0000,0.0000
Test 38866,0.0000,0.0000,0.0000,0.0000
Test 38867,0.0000,0.0000,999900.0000,0.0000
Test 38868,0.0000,0.0000,0.0000,0.0000
Test 38869,0.0000,0.0000,0.0000,0.0000
Test 38870,0.0000,0.0000,0.0000,0.0000
Test 38871,0.0000,0.0000,0.0000,0.0000
Test 38872,0.0000,0.0000,0.0000,0.0000
Test 38873,0.0000,0.0000,0.0000,0.0000
Test 38874,0.0000,0.0000,0.0000,0.0000
Test 38875,0.0000,0.0000,0.0000,0.0000
Test 38876,0.0000,0.0000,0.0000,0.0000
Test 38877,1.0003,0.0000,0.0000,0.0000
Test 38878,0.0000,0.0000,0.0000,0.0000
Test 38879,0.0000,0.0000,0.0000,0.0000
Test 38880,0.0000,0.0000,0.0000,0.0000
Test 38881,0.0000,0.0000,0.0000,0.0000
Test 38882,0.0000,0.0000,0.0000,0.0000
Test 38883,0.0000,0.0000,0.0000,0.0000
Test 38884,0.0000,0.0000,0.0000,0.0000
Test 38885,0.0000,0.0000,0.0000,0.0000
Test 38886,0.0000,0.0000,0.0000,0.0000
Test 38887,0.0000,0.0000,0.0000,0.0000
Test 38888,1.0006,0.0000,0.0000,0.0000
Test 38889,0.0000,0.0000,0.0000,0.0000
Test 38890,0.0000,0.0000,0.0000,0.0000
Test 38891,0.0000,0.0000,0.0000,0.0000
Test 38892,0.0000,0.0000,0.0000,0.0000
Test 38893,0.0000,0.0000,0.0000,0.0000
Test 38894,0.0000,0.0000,0.0000,0.0000
Test 38895,0.0000,0.0000,0.0000,0.0000
Test 38896,0.0000,0.0000,0.0000,0.0000
Test 38897,0.0000,0.0000,0.0000,0.0000
Test 38898,0.0000,0.0000,0.0000,0.0000
Test 38899,0.0000,0.0000,0.0000,0.0000
Test 38900,0.0000,0.0000,0.0000,0.0000
Test 38901,1.0003,0.0000,0.0000,0.0000
Test 38902,0.0000,0.0000,0.0000,0.0000
Test 38903,0.0000,0.0000,0.0000,0.0000
Test 38904,0.0000,0.0000,0.0000,0.0000
Test 38905,0.0000,0.0000,0.0000,0.0000
Test 38906,0.0000,0.0000,0.0000,0.0000
Test 38907,0.0000,0.0000,0.0000,0.0000
Test 38908,0.0000,0.0000,0.0000,0.0000
Test 38909,0.0000,0.0000,0.0000,0.0000
Test 38910,0.0000,0.0000,0.0000,0.0000
Test 38911,0.0000,0.0000,0.0000,0.0000
Test 38912,0.0000,0.0000,0.0000,0.0000
Test 38913,0.0000,0.0000,0.0000,0.0000
Test 38914,0.9996,0.0000,0.0000,0.0000
Test 38915,0.0000,0.0000,0.0000,0.0000
Test 38916,0.0000,0.0000,0.0000,0.0000
Test 38917,0.0000,0.0000,0.0000,0.0000
Test 38918,0.0000,0.0000,0.0000,0.0000
Test 38919,0.0000,0.0000,0.0000,0.0000
Test 38920,0.0000,0.0000,0.0000,0.0000
Test 38921,0.0000,0.0000,0.0000,0.0000
Test 38922,0.0000,0.0000,0.0000,0.0000
Test 38923,0.0000,0.0000,1000000.0000,0.0000
Test 38924,0.0000,0.0000,0.0000,0.0000
Test 38925,0.0000,0.0000,0.0000,0.0000
Test 38926,0.0000,0.0000,0.0000,0.0000
Test 38927,0.0000,0.0000,0.0000,0.0000
Test 38928,0.0000,0.0000,0.0000,0.0000
Test 38929,0.0000,0.0000,0.0000,0.0000
Test 38930,0.0000,0.0000,0.0000,0.0000
Test 38931,0.0000,0.0000,0.0000,0.0000
Test 38932,0.0000,0.0000,0.0000,0.0000
Test 38933,0.0000,0.0000,0.0000,0.0000
Test 38934,0.0000,0.0000,1000000.0000,0.0000
Test 38935,0.0000,0.0000,0.0000,0.0000
Test 38936,0.0000,0.0000,0.0000,0.0000
Test 38937,0.0000,0.0000,0.0000,0.0000
Test 38938,0.0000,0.0000,0.0000,0.0000
Test 38939,0.0000,0.0000,0.0000,0.0000
Test 38940,0.0000,0.0000,0.0000,0.0000
Test 38941,0.0000,0.0000,0.0000,0.0000
Test 38942,0.0000,0.0000,0.0000,0.0000
Test 38943,0.0000,0.0000,0.0000,0.0000
Test 38944,0.0000,0.0000,0.0000,0.0000
Test 38945,0.0000,0.0000,0.0000,0.0000
Test 38946,0.0000,0.0000,0.0000,0.0000
Test 38947,0.0000,0.0000,1000200.0000,0.0000
Test 38948,0.0000,0.0000,0.0000,0.0000
Test 38949,0.0000,0.0000,0.0000,0.0000
Test 38950,0.0000,0.0000,0.0000,0.0000
Test 38951,0.0000,0.0000,0.0000,0.0000
Test 38952,0.0000,0.0000,0.0000,0.0000
Test 38953,0.0000,0.0000,0.0000,0.0000
Test 38954,0.0000,0.0000,0.0000,0.0000
Test 38955,0.0000,0.0000,0.0000,0.0000
Test 38956,0.0000,0.0000,0.0000,0.0000
Test 38957,0.0000,0.0000,0.0000,0.0000
Test 38958,0.0000,0.0000,0.0000,0.0000
Test 38959,0.0000,0.0000,0.0000,0.0000
Test 38960,0.0000,0.0000,0.0000,0.0000
